学校	所在学院	URL
中山大学南方学院	文学与传媒学院	http://wcy.nfu.edu.cn/a/xueyuangaikuang/zhuanyeshezhi/wangluoyuxinmeitix/
暨南大学	新闻与传播学院	https://xwxy.jnu.edu.cn/html/bks/zhuanyejianjie/2015/0923/293.html
西安外国语大学	新闻与传播学院	http://xwxy.xisu.edu.cn/info/1022/3323.htm
学校	所在学院	URL
北京联合大学	广告学院 	http://www.fjgkedu.com/college/248/121/115106.html
深圳大学	传媒学院	https://zs.szu.edu.cn/detail?id=67&c=00060001
